Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1216,Entry short,2026-01-13 19:40,BEAR|2526.958|-463.3817188916|650.88991|3.8823124482|0.1833753149|1031.7881405542|1495.1698594458|67.6445377375|76.2721441399|357.6183953302|613.2068943769|1431.8748264532|18.071692258|203.878523545|15.3728414621|32.2947902277|40.1184692494|0.4873789711|3.4563578315|-0.1634508121|0|1|0|1,93986.7,1,93986.7,-2290.5,-2.44,82.5,0.09,-3945.4,-4.20,84940,0.08
1217,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,94375,-1902.2,-2.02,363.3,0.38,-3557.1,-3.77,83037.8,0.08
1217,Entry short,2026-01-13 20:20,BEAR|1278.073|59.2777680971|681.594625|1.8751218879|0.0463805808|668.6753840485|609.3976159515|76.9738899245|88.6803706877|410.5639428442|756.8280337402|1679.7857055494|42.831104724|182.7027403996|6.2485483914|8.1857925426|4.9133745848|0.2689366951|1.1948706276|-0.8688925518|0|1|0|1,94375,1,94375,-1902.2,-2.02,363.3,0.38,-3557.1,-3.77,83037.8,0.08
1218,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,94242.9,-2034.3,-2.16,231.2,0.25,-3689.2,-3.91,81003.5,0.08
1218,Entry short,2026-01-13 20:35,BEAR|786.938|-248.9324240578|693.570185|1.1346191301|0.3163304149|269.0027879711|517.9352120289|68.8907941834|65.7478718816|289.2088225726|662.2374172943|1627.6890972315|29.0782617681|185.6871430969|-5.8508697477|-20.1727558762|-16.1148430092|0.0981981437|-1.3550280636|0.2350117336|0|1|0|1,94242.9,1,94242.9,-2034.3,-2.16,231.2,0.25,-3689.2,-3.91,81003.5,0.08
1219,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,95285.6,-991.6,-1.04,872.2,0.92,-2646.5,-2.78,80011.9,0.08
1219,Entry short,2026-01-13 22:20,BEAR|15017.803|-2338.5288283073|802.33051|18.7177264392|0.1557171064|6339.6370858463|8678.1659141537|82.5526407527|90.3159199264|1249.7387815622|1547.8114389877|2601.1449051207|72.5805036829|312.7572335281|34.0676569153|55.4120832184|125.6361103828|1.5526798683|18.2090279434|-0.1719855963|0|1|0|1,95285.6,1,95285.6,-991.6,-1.04,872.2,0.92,-2646.5,-2.78,80011.9,0.08
1220,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,96326.5,49.3,0.05,776.5,0.81,-1605.6,-1.67,80061.2,0.08
1220,Entry short,2026-01-14 15:05,BEAR|2969.658|-1728.9882619504|525.51318|5.6509676884|0.5822179732|620.3348690248|2349.3231309752|71.7132911396|71.8137198527|801.0899967492|1118.9852315084|1568.4235121701|135.9481644661|261.0774797117|9.8937416655|10.7417288491|77.4651605892|1.0052456249|2.6811344029|0.5634466422|0|1|0|1,96326.5,1,96326.5,49.3,0.05,776.5,0.81,-1605.6,-1.67,80061.2,0.08
1221,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,97410.1,1132.9,1.16,1860.1,1.91,-522,-0.54,81194.1,0.08
1221,Entry short,2026-01-14 16:40,BEAR|1546.092|-1494.1582929516|609.35993|2.537239362|0.9664096916|25.9668535242|1520.1251464758|64.2221297743|60.4700948756|370.0646638998|943.0546596799|1874.1167504445|-7.8976888365|285.8328604221|-6.6650689514|-14.9037297177|-7.732577357|-0.0909640023|-0.561901108|0.160394654|0|1|0|1,97410.1,1,97410.1,1132.9,1.16,1860.1,1.91,-522,-0.54,81194.1,0.08
1222,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,97421.7,1144.5,1.17,1871.7,1.92,-510.4,-0.52,82338.6,0.08
1222,Entry short,2026-01-14 16:55,BEAR|2308.301|-1204.5928245272|624.085955|3.6986908318|0.5218525766|551.8540877364|1756.4469122636|69.4539278667|71.5906229013|534.7743530427|1139.4020365974|2150.1738450561|4.6173788801|290.5743419633|2.6611460453|5.4577874534|-5.5660353504|0.3003831481|1.7890309174|0.3280717651|0|1|0|1,97421.7,1,97421.7,1144.5,1.17,1871.7,1.92,-510.4,-0.52,82338.6,0.08
1223,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,97524.4,1247.2,1.28,1974.4,2.02,-407.7,-0.42,83585.8,0.08
1223,Entry short,2026-01-14 17:25,BEAR|1314.734|-830.7182817127|644.29594|2.0405747086|0.6318527411|242.0078591437|1072.7261408563|66.2057376629|64.9140133329|387.3284476474|988.7318986584|2119.9759657983|-18.2877695556|277.2476282546|-2.7533912631|-5.4565263623|-17.370782324|0.1111661981|0.8557659102|0.5922550038|0|1|0|1,97524.4,1,97524.4,1247.2,1.28,1974.4,2.02,-407.7,-0.42,83585.8,0.08
1224,Exit short,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,97491.3,1214.1,1.25,1941.3,1.99,-235.9,-0.24,84799.9,0.08
1224,Entry short,2026-01-14 20:20,BEAR|2033.619|-1512.1013787767|759.69572|2.6768862144|0.7435519528|260.7588106116|1772.8601893884|63.0136086883|71.1360590479|385.87765255|619.4404044056|1683.2075198449|47.4210854941|270.5814472995|3.5374583134|5.6731791912|-16.9154972166|0.2097090569|2.3223488928|0.2782195726|0|1|0|1,97491.3,1,97491.3,1214.1,1.25,1941.3,1.99,-235.9,-0.24,84799.9,0.08
1225,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,96277.2,-827.3,-0.86,770.4,0.80,-2042.7,-2.12,83972.6,0.08
1225,Entry long,2026-01-15 14:55,BULL|4554.095|3528.9793458618|411.37796|11.0703427087|0.774902444|4041.5371729309|512.5578270691|31.8294558951|26.823704059|-612.2954041916|-682.465223026|-561.9579104483|-119.1250647352|219.8064120013|-14.8679432698|-13.253328617|-122.3356250169|-0.7891831773|9.6336915883|-0.1810110786|1|0|1|0,96277.2,1,96277.2,-827.3,-0.86,770.4,0.80,-2042.7,-2.12,83972.6,0.08
1226,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,95321.2,128.7,0.14,516.6,0.54,-1086.7,-1.14,84101.3,0.08
1226,Entry long,2026-01-15 19:40,BULL|3404.36|3005.4800515021|603.318535|5.642724038|0.882832618|3204.9200257511|199.4399742489|32.5522227678|28.3648354809|-405.4985124853|-652.1963999797|-876.8970810821|-39.9066599817|228.9879146544|-3.5256373593|-4.4399580699|19.1673489443|-0.2779143685|4.523711671|0.4009332292|1|0|1|0,95321.2,1,95321.2,128.7,0.14,516.6,0.54,-1086.7,-1.14,84101.3,0.08
1227,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,95542,-92.1,-0.10,116.8,0.12,-1307.5,-1.37,84009.2,0.08
1227,Entry long,2026-01-16 15:10,BULL|1858.956|1359.7848432255|254.053705|7.3171772874|0.7314776914|1609.3704216128|249.5855783872|43.6886403281|42.5265219642|-123.4542026527|-173.9644792342|-334.2948386367|-26.394891679|164.8204583762|2.0783350035|5.480426902|-25.2140785992|-0.0173258724|2.8179369498|-0.1001704381|1|0|1|0,95542,1,95542,-92.1,-0.10,116.8,0.12,-1307.5,-1.37,84009.2,0.08
1228,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,94673.3,776.6,0.82,948.6,1.00,-438.8,-0.46,84785.8,0.08
1228,Entry long,2026-01-16 15:30,BULL|3261.104|1000.42591451|287.06381|11.3602059417|0.3067752254|2130.764957255|1130.339042745|40.5354368434|38.094508254|-318.829248448|-389.222139025|-563.3426331145|-35.6000177753|227.8929511579|0.9299563455|2.9410589655|-6.9235135053|-0.1705960877|7.9785614909|-0.6252306027|1|0|1|0,94673.3,1,94673.3,776.6,0.82,948.6,1.00,-438.8,-0.46,84785.8,0.08
1229,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,94489.4,960.5,1.02,1132.5,1.20,-254.9,-0.27,85746.3,0.09
1229,Entry long,2026-01-16 15:45,BULL|2732.308|2082.8249508196|335.753695|8.137834492|0.762295082|2407.5664754098|324.7415245902|37.9858240575|36.5340744813|-426.0956036424|-577.8856694194|-807.8914802833|-78.3888987984|267.5058723374|-18.2808430237|-25.596291666|-90.6405701036|-0.8702587957|3.6542244233|0.4346719556|1|0|1|0,94489.4,1,94489.4,960.5,1.02,1132.5,1.20,-254.9,-0.27,85746.3,0.09
1230,Exit long,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,94508.9,941,1.00,1113,1.18,-54.4,-0.06,86687.3,0.09
1230,Entry long,2026-01-16 15:55,BULL|2291.628|-75.1240457142|352.41617|6.5026187646|0.0327819549|1108.2519771429|1183.3760228571|32.7682850711|28.6438139661|-614.5500856548|-821.4046106405|-1094.8201878839|-89.8408301131|278.9662878828|-7.7671517723|-9.4506942879|-54.2408123379|-0.6100572047|-4.857587177|-0.2739932705|1|0|1|0,94508.9,1,94508.9,941,1.00,1113,1.18,-54.4,-0.06,86687.3,0.09
1231,Exit short,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,95449.9,2622.7,2.75,3649.9,3.82,-111.8,-0.12,89310,0.09
1231,Entry short,2026-01-17 15:15,BEAR|1713.115|-112.8500718176|128.892555|13.2910314331|0.0658741951|800.1324640912|912.9825359088|63.7648694504|68.6132964849|132.0325116351|198.4863561881|250.3454962578|2.401162164|68.0811500002|7.6582982606|16.1664562956|-3.8323522657|0.1145642262|8.8327580454|-0.4150299358|0|1|0|1,95449.9,1,95449.9,2622.7,2.75,3649.9,3.82,-111.8,-0.12,89310,0.09
1232,Exit short,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,95160,2332.8,2.45,3360,3.53,-330,-0.35,91642.8,0.09
1232,Entry short,2026-01-18 14:25,BEAR|759.776|-213.4859430331|146.63124|5.1815424871|0.2809853734|273.1450284834|486.6309715166|67.9666028139|80.7814390287|156.1862787393|159.1407169177|127.4704398987|26.4831892127|55.5110161736|11.4133849766|15.5266551353|13.5007720596|0.1400483651|-2.2445955735|-0.0963731172|0|1|0|1,95160,1,95160,2332.8,2.45,3360,3.53,-330,-0.35,91642.8,0.09
1233,Exit short,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,95308.1,2480.9,2.60,3508.1,3.68,-181.9,-0.19,94123.7,0.09
1233,Entry short,2026-01-18 18:40,BEAR|354.722|-64.8163122924|147.778385|2.4003645729|0.1827242525|144.9528438538|209.7691561462|65.2166961119|72.6175493287|136.5187380568|185.6460090961|209.4052041161|9.4571697128|65.272562132|10.3947509992|19.4870995859|9.9123055296|0.1448690716|2.2712547421|-0.7827929889|0|1|0|1,95308.1,1,95308.1,2480.9,2.60,3508.1,3.68,-181.9,-0.19,94123.7,0.09
1234,Exit short,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,95469.2,2642,2.77,3669.2,3.84,-20.8,-0.02,96765.7,0.10
1234,Entry short,2026-01-18 19:05,BEAR|383.064|-307.9850706006|152.886255|2.5055489782|0.804004215|37.5394646997|345.5245353003|67.8311920762|74.682149808|140.1805192497|214.9932651624|266.5880201486|16.8811994507|71.9265648459|2.6144959643|2.0646004793|7.4240297379|0.0722773015|0.1051844053|0.6212799625|0|1|0|1,95469.2,1,95469.2,2642,2.77,3669.2,3.84,-20.8,-0.02,96765.7,0.10
1235,Exit short,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,95377,2549.8,2.67,3577,3.75,-113,-0.12,99315.5,0.10
1235,Entry short,2026-01-18 19:15,BEAR|206.081|-177.6848338399|154.98819|1.3296561499|0.8622087133|14.19808308|191.88291692|62.6751216379|61.707083413|107.8186109501|193.5974739158|258.4119300489|15.9365997335|74.2218849947|1.6557336563|-1.7781040831|6.1356318411|0.1047283046|-1.2998907099|0.6297891662|0|1|0|1,95377,1,95377,2549.8,2.67,3577,3.75,-113,-0.12,99315.5,0.10
1236,Exit long,2026-01-19 17:05,BEAR|621.143|-583.1461469839|326.76321|1.9008963708|0.9388275276|18.998426508|602.144573492|63.149555644|65.3610168733|175.5166182993|246.6445513928|75.8617902715|23.2030331327|104.7503803266|-3.4506558743|-12.0771607833|-0.7827466074|0.0591139558|1.0797923553|0.1617783473|0|1|0|1,93119.2,1,92827.2,292,0.31,551.8,0.59,-740.3,-0.80,99607.5,0.10
1236,Entry long,2026-01-19 00:10,BULL|13153.381|3093.8469062895|326.70441|40.2608002751|0.2352130533|8123.6139531447|5029.7670468553|7.0063163267|2.9395924719|-1601.325379578|-1999.1990531232|-2194.1945202401|-198.5582971205|320.5014640031|-12.5002841875|-10.6748934214|-102.7925404263|-1.6455146864|37.4257942|-0.7647869467|1|0|1|0,92827.2,1,92827.2,292,0.31,551.8,0.59,-740.3,-0.80,99607.5,0.10
1237,Exit short,2026-01-19 23:15,BULL|1641.779|1234.2093182964|231.365295|7.0960469676|0.7517511908|1437.9941591482|203.7848408518|22.1382938509|12.5544976844|-319.0835776943|-443.4450624342|-604.4740785713|-41.609885448|134.1751310018|-12.6417589256|-17.0870320315|-24.3288871324|-0.318905182|6.568498817|0.3379860086|1|0|1|0,92402,1,93119.2,717.2,0.77,941.5,1.01,-232.7,-0.25,100324.7,0.10
1237,Entry short,2026-01-19 17:05,BEAR|621.143|-583.1461469839|326.76321|1.9008963708|0.9388275276|18.998426508|602.144573492|63.149555644|65.3610168733|175.5166182993|246.6445513928|75.8617902715|23.2030331327|104.7503803266|-3.4506558743|-12.0771607833|-0.7827466074|0.0591139558|1.0797923553|0.1617783473|0|1|0|1,93119.2,1,93119.2,717.2,0.77,941.5,1.01,-232.7,-0.25,100324.7,0.10
1238,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,92402,-2161.9,-2.34,443,0.48,-4614.8,-4.99,98162.8,0.10
1238,Entry long,2026-01-19 23:15,BULL|1641.779|1234.2093182964|231.365295|7.0960469676|0.7517511908|1437.9941591482|203.7848408518|22.1382938509|12.5544976844|-319.0835776943|-443.4450624342|-604.4740785713|-41.609885448|134.1751310018|-12.6417589256|-17.0870320315|-24.3288871324|-0.318905182|6.568498817|0.3379860086|1|0|1|0,92402,1,92402,-2161.9,-2.34,443,0.48,-4614.8,-4.99,98162.8,0.10
1239,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,92381.4,-2141.3,-2.32,463.6,0.50,-4594.2,-4.97,96021.5,0.10
1239,Entry long,2026-01-19 23:25,BULL|1150.729|574.9886903985|236.575255|4.8641139582|0.4996734161|862.8588451992|287.8701548008|17.9863246669|8.4592909323|-387.9533699953|-545.0455574412|-734.8949255093|-48.4996454364|151.995903772|-11.6955569167|-13.0468001039|-26.621795552|-0.3724209954|4.4148473461|-0.5003265839|1|0|1|0,92381.4,1,92381.4,-2141.3,-2.32,463.6,0.50,-4594.2,-4.97,96021.5,0.10
1240,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,91600.8,-1360.7,-1.49,195.9,0.21,-3813.6,-4.16,94660.8,0.09
1240,Entry long,2026-01-20 05:05,BULL|1021.026|281.1819959576|249.75864|4.0880507677|0.2753916119|651.1039979788|369.9220020212|29.0340650571|22.372192195|-260.9621734647|-399.7378241448|-755.7216095291|-20.4539949315|112.1650748029|-15.3601787407|-27.4061427376|-19.6463243244|-0.332707341|3.1827676537|0.1641122781|1|0|1|0,91600.8,1,91600.8,-1360.7,-1.49,195.9,0.21,-3813.6,-4.16,94660.8,0.09
1241,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,91628.3,-1388.2,-1.52,157.9,0.17,-3841.1,-4.19,93272.6,0.09
1241,Entry long,2026-01-20 05:25,BULL|2479.077|2123.378118759|300.30306|8.2552505459|0.8565196316|2301.2275593795|177.8494406205|29.9988974887|31.6416229539|-430.594749993|-675.9418060849|-1114.6110820816|-76.8674980622|177.8516165516|-0.8107867652|6.7235163917|-63.3917354898|-0.4903877485|5.6172996774|0.3143861684|1|0|1|0,91628.3,1,91628.3,-1388.2,-1.52,157.9,0.17,-3841.1,-4.19,93272.6,0.09
1242,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,91236.9,-996.8,-1.09,178.2,0.20,-3449.7,-3.78,92275.8,0.09
1242,Entry long,2026-01-20 06:30,BULL|1898.068|1770.1205427021|346.248975|5.4818010653|0.9325906884|1834.094271351|63.973728649|33.1443600928|34.4699086827|-464.3990076281|-807.218749528|-1421.4731851325|-37.3188650151|193.7941025401|-1.2867913602|-1.5722166087|-41.3025641137|-0.4659892281|4.8935513995|-0.0674093116|1|0|1|0,91236.9,1,91236.9,-996.8,-1.09,178.2,0.20,-3449.7,-3.78,92275.8,0.09
1243,Exit long,2026-01-21 15:25,BEAR|3268.697|-806.8540241102|560.12328|5.8356742466|0.2468427095|1230.9214879449|2037.7755120551|73.6674892478|80.6944280995|801.7381911|1090.8202142732|1011.0614641038|83.6041770854|310.6410860371|11.7737079753|19.1234974781|23.9263069721|0.8402395648|4.2355131445|-0.6320862777|0|1|0|1,90240.1,1,90913.4,-673.3,-0.74,501.7,0.55,-3126.2,-3.44,91602.5,0.09
